x0,x1,x2,x3,x4,y
-0.8121590104267281,0.03747454425009075,-1.1296875031231568,0.44713649439751413,-0.5994560232436407,-103.80470797814401
0.8685978572911176,-2.0397767718448656,-1.0423256927052826,1.1363298840124847,1.9705850760913532,205.36041240207135
0.3741808508003102,0.38002789459513775,-1.8424706936184778,0.8297055869182484,-1.0083951755102813,-96.3184308995876
0.9025970580432849,-0.4219787749149559,-0.11300750687488173,-1.0222035373902065,1.0578776395729739,120.75747144781211
1.1594542423775092,0.24013632583534064,-0.48525819729222436,1.600313888762638,-1.2531635578938434,-53.06285754120567
0.25612840725798636,0.47017514472966876,-1.4557224382778309,0.24222131988740545,-0.4514423707763151,-49.40294277396534
-0.7371638175200936,-0.3196282084941896,0.30685440212798726,-1.99161460779653,-0.45182760421010043,-95.8321984081723
-1.1679620836959614,-0.6752836199928672,-0.08387052477182237,-0.1477254938387147,-0.548866420450149,-103.77227870070959
0.909429270805861,0.017739055683327933,-0.030265484054613555,1.1755889231922343,-0.7275967776544837,-14.091719001069555
-0.568290723627399,1.2415444395077042,-2.969379141626527,-0.13625403271315487,-0.8774876045686325,-153.18573062984066
-0.38304564670766167,-0.8494079736317068,1.6627740092318537,0.6251691402574956,0.8275870967420971,87.7435050653811
0.39031656930074127,-0.47982514826098477,-0.23895395691691454,0.40812361318800655,-1.390860827602791,-111.18482713757801
1.3688106944295593,0.24975541587413963,1.3444319649248424,0.6867198476595296,1.0727996374675142,190.2310988906157
1.3057598515175142,-0.2918907514466531,-0.9508116890707085,-0.11641310297251521,-0.48486565878944676,-7.745796670849987
1.1206523683176006,0.9866240515840755,0.4662181759306364,0.33501532488562785,-1.7798321229497114,-99.91631002572342
-0.3112323107842335,0.10825794409970811,-1.1023281425063989,-0.8432497868721278,-1.82641024834038,-210.44203486727935
1.4404147208549083,0.48456691177997163,0.6033991016688508,2.2004845543797185,-0.12203106696941665,89.54285286760188
1.2626806494248377,-0.6668921727804082,-2.290716116377157,0.21419989640426176,0.45523733183493187,56.7141380356511
-0.7775034167148563,0.07647856801486841,2.014587563869054,-0.06262376808667301,0.5914377646204435,57.2997681688759
1.4455057975139285,-0.9316230209874283,1.1859033160044283,0.17525869172910388,-0.736524609954558,13.344002143866728
-0.7066974506570506,0.28568935062264866,1.60910685967462,-0.5517412273833371,0.4530564746612694,34.80376725945749
0.37764691461259003,0.219995586112114,2.1729373257775437,-0.9992011867681106,1.007004948806796,134.44885551044393
1.3963521960373098,0.016953647029424708,1.9230897134542497,-2.249923060359066,2.8378689114095015,324.3773391298469
-0.6777214522351553,-1.1913523878444356,-1.899697189990873,0.6050771728974669,0.39532929173103015,-24.16539863531302
-1.0084151595495647,-1.4370728638352317,2.614007936996935,-0.3757604540287361,2.0848228225556253,181.42976665809732
-2.500615831275424,0.25697273028518053,0.08744124859972909,0.18922656785732256,1.1816161633516935,5.011288098953199
-1.2911528568785193,-0.8155828310943146,-0.7620002115026607,0.9525764456740036,-0.7976896557388146,-132.46190249449708
-0.9098323534942706,-0.3027379807677267,-1.0599432756398341,0.6245698599088786,-0.22040623638542245,-72.04552866765265
1.530460582325795,-0.4930212165098569,-0.30822886000247673,1.3911979964936751,0.9812855768550061,167.4582736024644
2.8791867997042173,0.2759578256877501,-1.606431783688365,0.6901466149394857,-1.3345072997373528,-15.117157826672946
0.09870528334845413,-1.3957507590085196,-1.6541053059870203,1.9273306499415401,-0.7989215665769243,-78.7193175856558
1.743303934871467,0.7401795872048218,-1.2304986515914196,0.7450291934611423,1.0847188333624007,167.4783227880822
0.682775256445976,-0.7951921231165943,-1.220001168106772,-0.14735549163872325,-0.5379558611702788,-45.89433102928635
-0.9996244456409417,1.6129829439161503,0.4135045164419689,-1.9816915337702257,1.2563472292453957,61.38920619081677
0.3954388154109229,1.7452038245900063,1.1297195024440623,0.2005479563936511,0.06006565101729757,52.23897383161067
-0.7468407858389476,0.3828641087006323,-0.035975133307537786,-0.9495407672565945,-1.204541433544294,-152.60953506887682
0.0054759771995715,-0.536140984253148,-0.32640162130842987,-1.3950912953299077,-0.10365293455992658,-35.580006856696365
-1.1952027371712608,-1.2898348559446624,0.25119070854926573,-1.5000453283263262,0.4294905830112805,-30.721533018602376
0.5228627671580871,1.3047649294850097,0.6696716346966856,0.4110984035930011,1.3270417337754605,167.84543641107393
0.6255743433608718,-1.0284500808394625,1.7435756518256518,-2.388390494915002,-1.8797092136820244,-148.33870192558956
0.4817497680184569,-2.5422725728902873,0.6054394746341192,-2.0187934347595604,0.37755253665492666,30.408427148235926
-1.3464155966546094,-0.7761988829968588,1.927960504340704,0.8993159304509475,0.2970614285285941,11.485132623294911
0.788333038747019,1.0645972312359107,0.05558807516303831,0.2995197231023495,1.0052205054002943,136.4718067882203
0.09739133233455445,0.693839834015353,1.168765988760689,1.1765597649490318,-0.43598714357453733,1.522929870519764
1.5187087377074302,-0.6441733930473137,-1.334844820844885,-1.145034199924819,-1.4573989911777134,-106.89748284171041
-0.05465416121902191,-0.327723068421983,1.6142955805671595,1.3200379884020865,-0.7270332409681151,-28.37998575882935
-0.6272703081828153,1.226148202702997,-1.4212416550611593,-1.8444851441894239,0.06445417864594205,-63.311903592085
-0.19083118645538774,-0.7774591005475523,1.9267170019210362,-0.7392072071948227,-1.1387524531787698,-91.11702234972853
-0.49523638984138096,1.2384951628649443,-0.8574609984857825,-1.6959675523444737,0.3809209551450699,-16.653749898673432
0.13820917306790872,0.5515637616675725,0.47429178499970964,-1.096277925302643,-0.15109283231108467,-9.168211650274559
-1.566069056467005,-1.7151481058722196,0.41532907862982604,-0.7686632611300058,-1.8744512829456494,-248.02691690530517
0.33257479463743567,-0.18476371464818947,-0.07213245439515441,-0.7712844428233396,-1.4922603758419957,-132.7604632423759
-0.2358738085295937,0.10950201645787765,0.3490327091547662,0.25344042529271127,-1.6533840714735402,-152.64187779434576
-0.05123895505496723,0.2508364938535497,-0.8954831179807715,-0.21011716268544925,0.46645534755979495,24.66119873821821
